# !!! ------------------------------- NOTE!! --------------------------------- !!!
# !!! THESE COMPOUNDS ARE READ FROM THE DEFINITION FILE, NOT KPP OUTPUT. THIS  !!!
# !!! MEANS THAT THE NUMBER OF COMPOUNDS MAY BE MORE THAN IS ACTUALLY IN THE   !!!
# !!! SCHEME. ALSO, THE ORDER OF COMPOUNDS IS _NOT_ THE SAME AS THE INDICES IN !!!
# !!! CHEMISTRY. THE INFORMATION IN THIS FILE SHOULD BE USED IN A DICTIONARY.  !!! 
# If all atoms are zero, scheme definition had IGNORE in elemental composition
# name                         mass          C  H  O  N  S Cl Br  I  is_Radical
IPMALANHYO                     173.14400000  7  9  5  0  0  0  0  0   0
IPMLNHYOOH                     190.15100000  7 10  6  0  0  0  0  0   0
IPMLNHY2OH                     174.15200000  7 10  5  0  0  0  0  0   0
IPBZOLOOH                      218.20500000  9 14  6  0  0  0  0  0   0
IPBENZOLOH                     202.20600000  9 14  5  0  0  0  0  0   0
NIPBNZOLO                      246.19500000  9 12  7  1  0  0  0  0   0
NIPBZOLOOH                     263.20200000  9 13  8  1  0  0  0  0   0
NIPBNZOLOH                     247.20300000  9 13  7  1  0  0  0  0   0
ETOLO2                         151.18500000  9 11  2  0  0  0  0  0   1
OETHTOL                        120.19500000  9 12  0  0  0  0  0  0   0
OETLBIPRO2                     201.19800000  9 13  5  0  0  0  0  0   1
OETLPOXMUC                     168.19200000  9 12  3  0  0  0  0  0   0
OETOH                          136.19400000  9 12  1  0  0  0  0  0   0
ETOLO                          135.18600000  9 11  1  0  0  0  0  0   0
ETOLNO3                        181.19100000  9 11  3  1  0  0  0  0   0
MPHCOME                        134.17800000  9 10  1  0  0  0  0  0   0
ETOLOOH                        152.19300000  9 12  2  0  0  0  0  0   0
ETOLOH                         136.19400000  9 12  1  0  0  0  0  0   0
MPHCOMEO2                      165.16800000  9  9  3  0  0  0  0  0   1
MPHCOMEO                       149.16900000  9  9  2  0  0  0  0  0   0
MPHCOMEOOH                     166.17600000  9 10  3  0  0  0  0  0   0
MPHCOMEOH                      150.17700000  9 10  2  0  0  0  0  0   0
MPHGLYOX                       148.16100000  9  8  2  0  0  0  0  0   0
OETLBIPRO                      185.19900000  9 13  4  0  0  0  0  0   0
OETLBIPNO3                     231.20400000  9 13  6  1  0  0  0  0   0
OETLBPROOH                     202.20600000  9 14  5  0  0  0  0  0   0
OETLBPR2OH                     186.20700000  9 14  4  0  0  0  0  0   0
OETLQO2                        199.18200000  9 11  5  0  0  0  0  0   1
OETLQONE                       150.17700000  9 10  2  0  0  0  0  0   0
OETLQO                         183.18300000  9 11  4  0  0  0  0  0   0
C5MEJCO3                       215.18100000  9 11  6  0  0  0  0  0   1
OETLQOOH                       200.19000000  9 12  5  0  0  0  0  0   0
OETLQOH                        184.19100000  9 12  4  0  0  0  0  0   0
OETLQCO                        182.17500000  9 10  4  0  0  0  0  0   0
C5MEJPAN                       261.18600000  9 11  8  1  0  0  0  0   0
C5MEJCO3H                      216.18900000  9 12  6  0  0  0  0  0   0
NOETLQO2                       244.17900000  9 10  7  1  0  0  0  0   1
NOETLQO                        228.18000000  9 10  6  1  0  0  0  0   0
C6CO4MEDB                      182.17500000  9 10  4  0  0  0  0  0   0
NOETLQOOH                      245.18700000  9 11  7  1  0  0  0  0   0
C4DBMECO3                      185.15500000  8  9  5  0  0  0  0  0   1
C4DBMEPAN                      231.16000000  8  9  7  1  0  0  0  0   0
C4DBMECO3H                     186.16300000  8 10  5  0  0  0  0  0   0
OETLMUCCO                      200.19000000  9 12  5  0  0  0  0  0   0
OETLMUCO2                      217.19700000  9 13  6  0  0  0  0  0   1
EPXMEC4DAL                     142.15400000  7 10  3  0  0  0  0  0   0
MC7CO2O2                       171.17200000  8 11  4  0  0  0  0  0   1
OETLMUCCO3                     199.18200000  9 11  5  0  0  0  0  0   1
OETLMUCO                       201.19800000  9 13  5  0  0  0  0  0   0
OETLMUCNO3                     247.20300000  9 13  7  1  0  0  0  0   0
C4ECO2O2                       145.13400000  6  9  4  0  0  0  0  0   1
OETLMUCOOH                     218.20500000  9 14  6  0  0  0  0  0   0
OETLMUCOH                      202.20600000  9 14  5  0  0  0  0  0   0
C4ECO2O                        129.13500000  6  9  3  0  0  0  0  0   0
C4ECO2OOH                      146.14200000  6 10  4  0  0  0  0  0   0
OETLMUCPAN                     245.18700000  9 11  7  1  0  0  0  0   0
OETLMUCO3H                     200.19000000  9 12  5  0  0  0  0  0   0
OETLMUCO2H                     184.19100000  9 12  4  0  0  0  0  0   0
MC7CO2O                        155.17300000  8 11  3  0  0  0  0  0   0
MC7CO2OOH                      172.18000000  8 12  4  0  0  0  0  0   0
MC7CO2OH                       156.18100000  8 12  3  0  0  0  0  0   0
EPXMEDLCO3                     173.14400000  7  9  5  0  0  0  0  0   1
EPXMEDLPAN                     219.14900000  7  9  7  1  0  0  0  0   0
EPXMEDCO3H                     174.15200000  7 10  5  0  0  0  0  0   0
EPXMEDCO2H                     158.15300000  7 10  4  0  0  0  0  0   0
OET1O                          135.18600000  9 11  1  0  0  0  0  0   0
OETOLO2                        217.19700000  9 13  6  0  0  0  0  0   1
OETCATECH                      152.19300000  9 12  2  0  0  0  0  0   0
NOETOLO2                       262.19400000  9 12  8  1  0  0  0  0   1
OET1O2                         151.18500000  9 11  2  0  0  0  0  0   1
OET1OOH                        152.19300000  9 12  2  0  0  0  0  0   0
OETOLO                         201.19800000  9 13  5  0  0  0  0  0   0
OTCATEC1O                      151.18500000  9 11  2  0  0  0  0  0   0
OTCATECOOA                     200.19000000  9 12  5  0  0  0  0  0   0
OTNCATECH                      197.19000000  9 11  4  1  0  0  0  0   0
OTCATEC1O2                     167.18400000  9 11  3  0  0  0  0  0   1
OTNCATECO2                     278.19300000  9 12  9  1  0  0  0  0   1
OTNNCATCO2                     323.19000000  9 11 11  2  0  0  0  0   1
OTNCATECO                      262.19400000  9 12  8  1  0  0  0  0   0
OTNCATCOOH                     279.20100000  9 13  9  1  0  0  0  0   0
OTNNCATCO                      307.19100000  9 11 10  2  0  0  0  0   0
OTNNCATOOH                     324.19800000  9 12 11  2  0  0  0  0   0
OTCTEC1OOH                     168.19200000  9 12  3  0  0  0  0  0   0
NOETOL1O                       180.18300000  9 10  3  1  0  0  0  0   0
OET1OHNO2                      181.19100000  9 11  3  1  0  0  0  0   0
DNOETOL                        226.18800000  9 10  5  2  0  0  0  0   0
NOETOL1O2                      196.18200000  9 10  4  1  0  0  0  0   1
NOETOL1OOH                     197.19000000  9 11  4  1  0  0  0  0   0
DNOETOLO2                      307.19100000  9 11 10  2  0  0  0  0   1
NDNOETOLO2                     352.18800000  9 10 12  3  0  0  0  0   1
DNOETOLO                       291.19200000  9 11  9  2  0  0  0  0   0
DNOETOLOOH                     308.19900000  9 12 10  2  0  0  0  0   0
NDNOETOLO                      336.18900000  9 10 11  3  0  0  0  0   0
NDNOETLOOH                     353.19600000  9 11 12  3  0  0  0  0   0
C7CDCCO2H                      142.15400000  7 10  3  0  0  0  0  0   0
OETOLOOH                       218.20500000  9 14  6  0  0  0  0  0   0
OETOLOH                        202.20600000  9 14  5  0  0  0  0  0   0
NOETOLO                        246.19500000  9 12  7  1  0  0  0  0   0
NOETOLOOH                      263.20200000  9 13  8  1  0  0  0  0   0
NOETOLOH                       247.20300000  9 13  7  1  0  0  0  0   0
METHTOL                        120.19500000  9 12  0  0  0  0  0  0   0
METLBIPRO2                     201.19800000  9 13  5  0  0  0  0  0   1
METLPOXMUC                     168.19200000  9 12  3  0  0  0  0  0   0
METOH                          136.19400000  9 12  1  0  0  0  0  0   0
METLBIPRO                      185.19900000  9 13  4  0  0  0  0  0   0
METLBIPNO3                     231.20400000  9 13  6  1  0  0  0  0   0
METLBPROOH                     202.20600000  9 14  5  0  0  0  0  0   0
METLBPR2OH                     186.20700000  9 14  4  0  0  0  0  0   0
METLOBPROH                     184.19100000  9 12  4  0  0  0  0  0   0
METLQO2                        199.18200000  9 11  5  0  0  0  0  0   1
METLQONE                       150.17700000  9 10  2  0  0  0  0  0   0
METLQO                         183.18300000  9 11  4  0  0  0  0  0   0
C6EO2OHCO3                     215.18100000  9 11  6  0  0  0  0  0   1
METLQOOH                       200.19000000  9 12  5  0  0  0  0  0   0
METLQOH                        184.19100000  9 12  4  0  0  0  0  0   0
C6EO2OHPAN                     261.18600000  9 11  8  1  0  0  0  0   0
C6EO2HCO3H                     216.18900000  9 12  6  0  0  0  0  0   0
NMETLQO2                       244.17900000  9 10  7  1  0  0  0  0   1
NMETLQO                        228.18000000  9 10  6  1  0  0  0  0   0
C7CO4EDB                       182.17500000  9 10  4  0  0  0  0  0   0
NMETLQOOH                      245.18700000  9 11  7  1  0  0  0  0   0
C5DBECO3                       185.15500000  8  9  5  0  0  0  0  0   1
C5DBEPAN                       231.16000000  8  9  7  1  0  0  0  0   0
C5DBECO3H                      186.16300000  8 10  5  0  0  0  0  0   0
C826CO3O2                      171.17200000  8 11  4  0  0  0  0  0   1
METLMUCO2                      217.19700000  9 13  6  0  0  0  0  0   1
METLMUCCO3                     199.18200000  9 11  5  0  0  0  0  0   1
METLMUCO                       201.19800000  9 13  5  0  0  0  0  0   0
METLMUCNO3                     247.20300000  9 13  7  1  0  0  0  0   0
METLMUCOOH                     218.20500000  9 14  6  0  0  0  0  0   0
METLMUCOH                      202.20600000  9 14  5  0  0  0  0  0   0
METLMUCCO                      200.19000000  9 12  5  0  0  0  0  0   0
METLMUCPAN                     245.18700000  9 11  7  1  0  0  0  0   0
METLMUCO3H                     200.19000000  9 12  5  0  0  0  0  0   0
METLMUCO2H                     184.19100000  9 12  4  0  0  0  0  0   0
C826CO3O                       155.17300000  8 11  3  0  0  0  0  0   0
C826CO3OH                      156.18100000  8 12  3  0  0  0  0  0   0
C8236CO                        154.16500000  8 10  3  0  0  0  0  0   0
C826CO3OOH                     172.18000000  8 12  4  0  0  0  0  0   0
MET1O                          135.18600000  9 11  1  0  0  0  0  0   0
METOLO2                        217.19700000  9 13  6  0  0  0  0  0   1
METCATECH                      152.19300000  9 12  2  0  0  0  0  0   0
NMETOLO2                       262.19400000  9 12  8  1  0  0  0  0   1
MET1O2                         151.18500000  9 11  2  0  0  0  0  0   1
MET1OOH                        152.19300000  9 12  2  0  0  0  0  0   0
METOLO                         201.19800000  9 13  5  0  0  0  0  0   0
MTCATEC1O                      151.18500000  9 11  2  0  0  0  0  0   0
MTCATECOOA                     200.19000000  9 12  5  0  0  0  0  0   0
MTNCATECH                      197.19000000  9 11  4  1  0  0  0  0   0
MTCATEC1O2                     167.18400000  9 11  3  0  0  0  0  0   1
MTNCATECO2                     278.19300000  9 12  9  1  0  0  0  0   1
MTNNCATCO2                     323.19000000  9 11 11  2  0  0  0  0   1
MTNCATECO                      262.19400000  9 12  8  1  0  0  0  0   0
MTNCATCOOH                     279.20100000  9 13  9  1  0  0  0  0   0
MTNNCATCO                      307.19100000  9 11 10  2  0  0  0  0   0
MTNNCATOOH                     324.19800000  9 12 11  2  0  0  0  0   0
MTCTEC1OOH                     168.19200000  9 12  3  0  0  0  0  0   0
MET1OHNO2                      181.19100000  9 11  3  1  0  0  0  0   0
NMETOL1O                       180.18300000  9 10  3  1  0  0  0  0   0
DNMETOL                        226.18800000  9 10  5  2  0  0  0  0   0
NMETOL1O2                      196.18200000  9 10  4  1  0  0  0  0   1
NMETOL1OOH                     197.19000000  9 11  4  1  0  0  0  0   0
DNMETOLO2                      307.19100000  9 11 10  2  0  0  0  0   1
NDNMETOLO2                     352.18800000  9 10 12  3  0  0  0  0   1
DNMETOLO                       291.19200000  9 11  9  2  0  0  0  0   0
DNMETOLOOH                     308.19900000  9 12 10  2  0  0  0  0   0
NDNMETOLO                      336.18900000  9 10 11  3  0  0  0  0   0
NDNMETLOOH                     353.19600000  9 11 12  3  0  0  0  0   0
METOLOOH                       218.20500000  9 14  6  0  0  0  0  0   0
METOLOH                        202.20600000  9 14  5  0  0  0  0  0   0
NMETOLO                        246.19500000  9 12  7  1  0  0  0  0   0
NMETOLOOH                      263.20200000  9 13  8  1  0  0  0  0   0
NMETOLOH                       247.20300000  9 13  7  1  0  0  0  0   0
PETHTOL                        120.19500000  9 12  0  0  0  0  0  0   0
PETLBIPRO2                     201.19800000  9 13  5  0  0  0  0  0   1
PETLPOXMUC                     168.19200000  9 12  3  0  0  0  0  0   0
PETOH                          136.19400000  9 12  1  0  0  0  0  0   0
PETLBIPRO                      185.19900000  9 13  4  0  0  0  0  0   0
PETLBIPNO3                     231.20400000  9 13  6  1  0  0  0  0   0
C7EDICARB                      126.15500000  7 10  2  0  0  0  0  0   0
PETLBPROOH                     202.20600000  9 14  5  0  0  0  0  0   0
PETLBPR2OH                     186.20700000  9 14  4  0  0  0  0  0   0
C7EDCO2                        175.16000000  7 11  5  0  0  0  0  0   1
C7EDCO                         159.16100000  7 11  4  0  0  0  0  0   0
C7EDCOOH                       176.16800000  7 12  5  0  0  0  0  0   0
C7EDCCO                        158.15300000  7 10  4  0  0  0  0  0   0
C7EDCOH                        160.16900000  7 12  4  0  0  0  0  0   0
PETLQO2                        199.18200000  9 11  5  0  0  0  0  0   1
PETLQONE                       150.17700000  9 10  2  0  0  0  0  0   0
PETLQO                         183.18300000  9 11  4  0  0  0  0  0   0
C7MJPCO3                       215.18100000  9 11  6  0  0  0  0  0   1
PETLQOOH                       200.19000000  9 12  5  0  0  0  0  0   0
PETLQOH                        184.19100000  9 12  4  0  0  0  0  0   0
C7MJPPAN                       261.18600000  9 11  8  1  0  0  0  0   0
C7MJPCO3H                      216.18900000  9 12  6  0  0  0  0  0   0
NPETLQO2                       244.17900000  9 10  7  1  0  0  0  0   1
NPETLQO                        228.18000000  9 10  6  1  0  0  0  0   0
C7ECO4DB                       182.17500000  9 10  4  0  0  0  0  0   0
NPETLQOOH                      245.18700000  9 11  7  1  0  0  0  0   0
C5EDBCO3                       185.15500000  8  9  5  0  0  0  0  0   1
C5EDBPAN                       231.16000000  8  9  7  1  0  0  0  0   0
C5EDBCO3H                      186.16300000  8 10  5  0  0  0  0  0   0
C7M6CO2O2                      171.17200000  8 11  4  0  0  0  0  0   1
PETLMUCO2                      217.19700000  9 13  6  0  0  0  0  0   1
PETLMUCCO3                     199.18200000  9 11  5  0  0  0  0  0   1
PETLMUCO                       201.19800000  9 13  5  0  0  0  0  0   0
PETLMUCNO3                     247.20300000  9 13  7  1  0  0  0  0   0
PETLMUCOOH                     218.20500000  9 14  6  0  0  0  0  0   0
PETLMUCOH                      202.20600000  9 14  5  0  0  0  0  0   0
PETLMUCCO                      200.19000000  9 12  5  0  0  0  0  0   0
PETLMUCPAN                     245.18700000  9 11  7  1  0  0  0  0   0
PETLMUCO3H                     200.19000000  9 12  5  0  0  0  0  0   0
PETLMUCO2H                     184.19100000  9 12  4  0  0  0  0  0   0
C7M6CO2O                       155.17300000  8 11  3  0  0  0  0  0   0
C7M6CO2OOH                     172.18000000  8 12  4  0  0  0  0  0   0
C7M6CO2OH                      156.18100000  8 12  3  0  0  0  0  0   0
PET1O                          135.18600000  9 11  1  0  0  0  0  0   0
PETOLO2                        217.19700000  9 13  6  0  0  0  0  0   1
PETCATECH                      152.19300000  9 12  2  0  0  0  0  0   0
NPETOLO2                       262.19400000  9 12  8  1  0  0  0  0   1
PET1O2                         151.18500000  9 11  2  0  0  0  0  0   1
PET1OOH                        152.19300000  9 12  2  0  0  0  0  0   0
PETOLO                         201.19800000  9 13  5  0  0  0  0  0   0
