#Compound                    Mass                        parameter_A              parameter_B
NIPBZOLOOH                   263.201400000000            13.291967700778          6923.810866136146
MXYBPEROOH                   188.177900000000            11.316608186664          5699.414778739403
NMXYOLOH                     233.175400000000            11.593747540306          5779.521077578926
TM124MUO3H                   200.188600000000             9.943478443241          4874.201999741294
BOXPOLBOOH                   164.199500000000             9.595018418064          4713.213051519212
OXYOLOH                      188.177900000000            10.758735567784          5525.039207161459
BCLKCOOH                     270.321500000000            11.637194815691          6177.628329668468
C62CO3H                      190.150700000000            10.414977610424          5070.612630366085
LMLKAOOH                     202.204500000000            10.524508700266          5478.358114932874
BOXCOOLOOH                   178.183100000000            10.569947559033          5247.561834752812
NPBNZOLOOH                   263.201400000000            13.402811500034          7016.359351786190
MTNCATECO2                   278.192900000000            11.826056117225          6186.100684939649
NBCOOH                       299.362700000000            10.214035691577          4890.648698376058
HPC52CO3                     197.120200000000            10.725231178652          5591.709973170525
MXYBIPENO3                   217.176000000000            11.472450168879          5455.537801397745
C520OOH                      148.114000000000             9.687895557183          4749.200320503955
OXNNCATCO2                   309.163900000000            12.581006840541          6374.767298612688
T124NNCTO                    307.191000000000            12.825712834677          6533.131041896940
C614OOH                      162.140600000000            11.441921535213          5645.264461885806
T123NNCOOH                   324.198400000000            15.312645743885          8316.368097845290
C610OOH                      148.157100000000            10.459377043587          5200.688653134908
INAHCO3H                     211.126900000000            11.543426747497          5919.243327681475
NMETOLO                      246.194100000000            10.476730676615          5048.025319335150
NPETOLOOH                    263.201400000000            13.402811500034          7016.359351786190
DETLMUOH                     230.257600000000            10.230572632995          5301.472046329258
C125OOH                      244.284200000000            11.053568359234          5536.210585413594
TM135OLOOH                   218.203900000000            12.290345185937          6576.780513120647
H2M3C4CO2H                   132.157700000000             9.778963322444          4806.130592096456
C727CO3H                     188.177900000000            10.018885043986          4972.649206029078
T123NNCTO2                   323.190400000000            12.714869034547          6440.582555995031
OTNCATCOOH                   279.200800000000            14.459804852070          8154.434725092640
C925O                        203.212400000000            12.213093420274          6045.382421517005
INCOOH                       197.143300000000            12.171756597889          6317.004646497197
C6DICAROOH                   162.140600000000             9.437491416368          4815.018246013852
DNMETOLO2                    307.191000000000             9.780582887855          4793.543449128673
C516O2                       163.105500000000            11.022145324841          5333.118649646641
METOLO2                      217.195900000000             9.669739096709          4700.994965801658
METOLOH                      202.204500000000            11.003441556204          5683.402948809854
BCAL                         236.349900000000             9.153776269908          4566.646750135731
C1213NO3                     305.281200000000            13.692938442857          7119.034279973519
C61OOH                       148.157100000000             9.936490388533          4919.612287317331
C64NO3                       177.155200000000            10.599833340524          4956.811674506943
NNCATECO2                    281.110700000000            11.980751082387          5965.491334803088
MBOBOOH                      136.146400000000             9.331439913550          4627.177797614613
C1212O                       243.276300000000            12.015749335019          6339.204224789708
C123OH                       216.317200000000            11.360849064645          5905.332903685356
C1313OH                      242.311400000000            11.654281382578          6052.926346109266
HO13C4OOH                    122.119800000000            10.495275263010          5358.372966157494
C1313O2                      257.302800000000            10.783630646982          5293.676450853550
C123O2                       231.308600000000             9.774422659028          4772.458166340062
OTNNCATOOH                   324.198400000000            15.534333326151          8501.465064492384
TM124MUNO3                   247.202000000000            11.020683404606          5520.302798221964
MXOHNO2OOH                   249.174800000000            12.045639192651          6418.416770079857
MTNNCATOOH                   324.198400000000            15.423489550415          8408.916585562352
HO3C96OOH                    176.253300000000            10.175095068524          5106.434491986941
NOETLQO2                     244.178200000000             9.794193104876          5021.653151278260
HO36C9                       160.253900000000             9.578418572010          4657.836386081472
C102OOH                      204.263400000000            10.776308288660          5659.161537838170
NPHENOH                      205.122300000000            11.104335567193          5462.793595351027
T124NCATO2                   278.192900000000            11.228673065533          5812.475835900512
C1312NO3                     287.308900000000            10.996749158294          5548.664331850473
NORLIMO                      187.213000000000            10.026494281942          4845.318452740059
C57NO3CO3H                   211.126900000000            12.734236678726          6645.099148987167
NDNPBNZLO                    336.189200000000            10.587574467389          5140.573802556941
C823OH                       158.195000000000            11.123793297297          5681.579882471798
C817CO3H                     202.204500000000            10.374434805301          5223.561425780353
H13C43CO3H                   150.129900000000            10.107695259901          5097.581521095693
NDNOXYOLO2                   338.162000000000            10.232024691982          4889.661578771545
C6CO2OHPAN                   233.132400000000             9.179718166301          4672.407554673325
MACRNBCO3H                   165.101500000000            10.563383875063          5197.122562123750
C811NO3                      203.192500000000            10.693985954396          5049.933753971541
INDHCO3H                     211.126900000000            12.136853638620          6271.474303262811
HIEB2O2                      165.121400000000             9.753773634423          4900.238015560678
TM124MUCOH                   202.204500000000            10.153203530001          5173.272448366057
C137OH                       226.312000000000            12.236479447015          6380.850107026856
C137O2                       241.303400000000            10.117957391990          4895.744385251254
C151NO3                      331.361500000000            13.553936045973          7263.492050109241
NPBFUOOH                     221.164700000000            12.722876284039          6192.911830412344
NDNPHENOOH                   311.116800000000            12.447005963676          6356.171163390813
C517CO2H                     146.141200000000            11.353001841502          5816.824513156344
PXYMUCCO3H                   186.162000000000             9.698772467225          4715.838261645113
BZEMUCNO3                    205.122300000000            10.175721659583          4952.663093209403
HO7C8OOH                     162.226700000000             9.818125638024          4876.916140694760
C118CO                       228.241700000000            11.989020801294          5962.611781687800
BCKOOA                       254.322100000000             9.603827915290          4952.803606026283
BCKOOB                       254.322100000000             9.603827915290          4952.803606026283
OETLMUCOOH                   218.203900000000            10.974406928054          5764.179778532952
TM135MUO3H                   200.188600000000            10.054322234432          4966.750483083737
METLMUCO3H                   200.188600000000            10.054322234432          4966.750483083737
C56OH                        120.147000000000            10.536999919371          5278.060354076477
DETLOBPROH                   212.242300000000            10.354395801512          5192.623598646703
C142O                        239.330600000000            10.549789376379          5071.222689898653
HMVKBCO2H                    132.114600000000            10.997452071683          5565.912290969232
C8CO2OHPAN                   261.185500000000             9.779973924092          5081.683518378462
PBZBPERNO3                   231.202600000000            11.938843727465          5798.998506235132
BOXPOLAOOH                   164.199500000000             9.707281846580          4784.367657279668
NIPRBQOOH                    245.186100000000            12.841081024939          6804.890215215289
HO34CO6C8                    160.210800000000             9.938649990185          4901.684016318551
NTMB2FUOOH                   221.164700000000            12.501188689486          6007.814860243506
DNOETOLO2                    307.191000000000             9.780582887855          4793.543449128673
C9PAN1                       235.234400000000             9.849598819414          4881.311948312423
NC4CO2H                      161.112800000000            10.403243149827          4945.036461232598
PNNCATECO                    307.191000000000            12.936556617562          6625.679522861957
DNPBNZLO                     291.191600000000             9.780582887855          4793.543449128673
HOCO3C5OOH                   134.130500000000             9.632289861847          4778.225269203136
NDNMXYLOOH                   339.170000000000            13.047261727357          6765.447128782801
INCNCO3H                     256.124400000000            12.460534098915          6266.273678229497
TM123MUCOH                   202.204500000000            10.264047312386          5265.820929187179
BCSOZO                       285.356000000000            11.247558986389          5350.221655299598
BCALCOOH                     268.348700000000            11.147732255806          5791.471482621630
METLMUCO2H                   184.189200000000            10.805649378780          5464.713595369643
HOCO3C4OOH                   120.103900000000             9.387583883364          4619.861530401440
MVKOHAOH                     120.103900000000             9.629537488584          4943.947965533519
C7CO2OCO3H                   202.161400000000            10.066455875546          5195.460463019471
C732PAN                      249.174800000000             9.945579338565          4833.543239317818
BCALBOH                      252.349300000000            11.110733578103          5645.343606304938
BCALBOC                      252.349300000000             9.395042731534          4643.684076132779
TM135BP2OH                   186.205100000000            10.414313326745          5167.168296182062
INANCO3                      255.116500000000            10.817579221855          5032.801405651034
C106OH                       200.231600000000             9.931735154588          4982.616471775499
C813O2                       205.185200000000            11.979370503496          5971.912961884077
MACRNCO3H                    181.100900000000            11.130931213163          5425.015273186444
BCOOA                        252.349300000000             9.153776269908          4566.646750135731
BCOOB                        252.349300000000             9.153776269908          4566.646750135731
DNCRESOOH                    280.145800000000            11.690089419070          6167.504546817723
APINBOOH                     186.248100000000             9.793674493378          4711.044049560818
C133OOH                      274.310200000000            14.113944732089          7554.582816980990
OETLMUCNO3                   247.202000000000            11.020683404606          5520.302798221964
C42CO3H                      150.129900000000            10.705078297823          5471.206366193597
C2OHOCOOH                    122.076700000000             9.891047263389          4919.621178310006
C58NO3                       179.128100000000            10.830912886732          5339.816852638558
BCALOOH                      286.363900000000            13.708051323845          7448.128359995085
BCALOOA                      254.322100000000             9.603827915290          4952.803606026283
C810OOH                      174.194400000000             9.818786948675          4833.082580953158
C527OOH                      166.129300000000            11.457433865007          6174.601155527738
C1010OH                      184.232200000000             9.163611183040          4603.968860286840
C1H4C5CO2H                   146.141200000000            10.830115178912          5535.748145182869
APINCOOH                     186.248100000000            10.263361384650          5224.550326931822
C730O                        161.175700000000            10.630293173999          5191.530649958860
HO2C4CO2H                    118.131100000000             9.534257327143          4647.766848481098
TMB1FUOOH                    162.140600000000            11.036428365590          5502.420768625697
C512CO2H                     144.125300000000            10.140760225792          4894.199670598871
INB1NACHO                    224.125600000000            11.792572588911          5686.847206236615
C88CO2H                      184.189200000000            11.356473049329          5705.098291479484
NPTLQO2                      216.125000000000             9.083093552323          4519.828703207590
NDEMPHOLO                    274.247200000000            11.187830214422          5549.849763185920
NPXYOLOOH                    249.174800000000            13.047261727357          6765.447128782801
C112OOH                      218.290000000000            11.131858070728          5910.073763533174
IPBZMUCPAN                   245.186100000000             9.123921459313          4694.609799271011
PBZQOH                       142.109400000000            10.031057745558          5206.764343963972
INANO3                       226.141500000000            12.939026869106          6446.752514693223
NDNEBZLOOH                   339.170000000000            13.047261727357          6765.447128782801
TM135OBPOH                   184.189200000000             9.643296259538          4690.799153604898
LMLKACO                      184.189200000000             9.222826156481          4605.560711000151
C811PAN                      247.202000000000            10.542650075306          5227.051929469541
C141CO3H                     268.348700000000            11.018037904039          5536.674801819399
OETLMUCO2H                   184.189200000000            10.694805565540          5372.165105714897
C719NO3                      205.165300000000            13.505459456004          6859.606133201924
HMACROH                      120.103900000000             9.509067641969          4741.874272758017
LMKAOOH                      188.220900000000            11.677225964578          6026.116641274538
C524OH                       118.131100000000            10.143304063810          5107.202846896951
C621OOH                      178.140000000000            12.792351049947          6723.961318086483
LMKBOOH                      188.220900000000            11.043495525250          5652.491794095999
PETLMUCPAN                   245.186100000000             9.123921459313          4694.609799271011
MMALNBCO2H                   193.111600000000            11.687483748942          6030.925973418686
C56NO3                       151.118000000000            10.677333793787          5093.102121857203
DNOETOLOOH                   308.199000000000            12.401188978948          6669.328996984133
EBZBPERNO3                   217.176000000000            11.583293968036          5548.086287021184
C620OOH                      160.124700000000             9.509102429294          4651.033247115068
C624CO3H                     160.167800000000            10.066910337323          4932.704551056287
C97OOH                       188.220900000000            10.671047452106          5357.192865771485
PBZQOOH                      158.108800000000            10.852261139967          5797.671673089007
NPPRBQO                      228.178800000000             9.794193104876          5021.653151278260
OXNCATECO                    248.166900000000            11.581350126779          6027.736942710711
DETLMUO3H                    228.241700000000            10.765421776713          5468.574928211687
C733OH                       160.167800000000            10.437198967077          5304.817590323226
NPETLQO                      228.178800000000             9.683349318427          4929.104669293543
C42OOH                       181.100900000000            10.772260195012          5420.129464488655
LIMAOH                       170.248700000000             9.749797269204          4746.582224698087
C829OH                       174.194400000000            10.924033800270          5303.472082449137
HC4ACO2H                     116.115200000000             9.619083088727          4757.985710299345
C7CDCCO2H                    142.152500000000             9.513439853591          4673.915803947394
C6EO2OHPAN                   261.185500000000             9.890817704768          5174.231998710843
MXYQOH                       170.162600000000             9.997583064587          5242.415460652957
C87CO3H                      216.188000000000            10.455372763418          5138.202931446291
NOXYOLO2                     248.166900000000            10.232024691982          4889.661578771545
METLBPROOH                   202.204500000000            11.672157969728          5950.327004717814
C536OOH                      182.042600000000            11.660415206395          6413.277511925658
C5O5OHCO3H                   162.140600000000             9.209610473021          4560.221565829845
H3M3C5CO2H                   146.184300000000             9.500782650593          4683.417966435854
NOXYOLOH                     233.175400000000            11.704591313617          5872.069555801846
INB2O                        180.136000000000            10.585249434646          5038.002028466854
BCSOZOOH                     302.363300000000            13.853345134301          7226.007200228312
HMACROOH                     136.103300000000            11.009746544947          5777.561060271070
NPBNZOLO                     246.194100000000            10.587574467389          5140.573802556941
PNCATECO                     262.193500000000            11.936899920652          6278.649171785622
C108OOH                      216.231000000000            11.312928434571          5686.934356894247
OETLQONE                     150.174500000000             8.160289681279          4242.822661656697
C4PAN10                      195.084400000000             9.515978681300          4781.384950597687
C524OOH                      134.130500000000            10.832824666033          5626.955569091203
C61CO3H                      190.150700000000            10.525821389511          5163.161110243055
C77OOH                       162.183700000000             9.547465939285          4704.351182262154
HO3C5CO2H                    132.157700000000             9.889807102647          4898.679072294998
C4OH2CO3H                    150.129900000000             9.296536947927          4581.647452560527
PPRBQONE                     150.174500000000             8.160289681279          4242.822661656697
PEBQOH                       172.178500000000            10.553441182336          5612.966888919529
C137OOH                      242.311400000000            12.310269294805          6548.371848925014
C525OOH                      166.129300000000            12.574333772113          7107.170140188123
C137CO2H                     254.322100000000            13.336336647525          7251.716843373120
MTNNCATCO2                   323.190400000000            12.825712834677          6533.131041896940
C3DIOLOOH                    108.093200000000             9.925950218840          4965.151520451622
C614NO3                      191.138800000000            11.582377846114          5401.387487255873
