#          Time_in_sec([])              CONDENS_SINK([])              CON_SIN_NITR([])
1.06200000000000000000e+05    1.23698360881475127826e+03    1.00647149651002723658e+03
1.06500000000000000000e+05    1.25428146697013585253e+03    1.00615631031615487245e+03
1.06800000000000000000e+05    1.27204005218126894761e+03    1.00586657582219504548e+03
1.07100000000000000000e+05    1.29014651282108752639e+03    1.00560034488314317969e+03
1.07400000000000000000e+05    1.30847235721167135125e+03    1.00535583404484361836e+03
1.07700000000000000000e+05    1.32687451038356448407e+03    1.00513141343723589216e+03
1.08000000000000000000e+05    1.34519685570277988518e+03    1.00492559606616850942e+03
1.08300000000000000000e+05    1.36327225667918673935e+03    1.00473702759688376318e+03
1.08600000000000000000e+05    1.38092503493437880024e+03    1.00456447669384419896e+03
1.08900000000000000000e+05    1.39797386044088193557e+03    1.00440682595859993853e+03
1.09200000000000000000e+05    1.41423499075487825394e+03    1.00426306348916136812e+03
1.09500000000000000000e+05    1.42952577809704007450e+03    1.00413227507015051287e+03
1.09800000000000000000e+05    1.44366834780987346676e+03    1.00401363699223736603e+03
1.10100000000000000000e+05    1.45649333985934617886e+03    1.00390640949146882122e+03
1.10400000000000000000e+05    1.46784359742043920960e+03    1.00380993079359177500e+03
1.10700000000000000000e+05    1.47757768374869533545e+03    1.00372361174491766178e+03
1.11000000000000000000e+05    1.48557311079907822204e+03    1.00364693100934357517e+03
1.11300000000000000000e+05    1.49172917044362225170e+03    1.00357943081051428180e+03
1.11600000000000000000e+05    1.49596927141387641313e+03    1.00352071319854587728e+03
1.11900000000000000000e+05    1.49824270173909349069e+03    1.00347043682202729542e+03
1.12200000000000000000e+05    1.49852575671318754758e+03    1.00342831418801984000e+03
1.12500000000000000000e+05    1.49682219535379431363e+03    1.00339410939535468970e+03
1.12800000000000000000e+05    1.49316301282501672176e+03    1.00336763632959889492e+03
1.13100000000000000000e+05    1.48760554121340373968e+03    1.00334875731155898393e+03
1.13400000000000000000e+05    1.48023191519404781502e+03    1.00333738219506892619e+03
1.13700000000000000000e+05    1.47114696137495002404e+03    1.00333346791405381282e+03
1.14000000000000000000e+05    1.46047558945416813003e+03    1.00333701848347561736e+03
1.14300000000000000000e+05    1.44835977892774326392e+03    1.00334808546374858906e+03
1.14600000000000000000e+05    1.43495526632369546860e+03    1.00336676890361752612e+03
1.14900000000000000000e+05    1.42042804442859596747e+03    1.00339321878233624830e+03
1.15200000000000000000e+05    1.40495078659750060979e+03    1.00342763697834595860e+03
1.15500000000000000000e+05    1.38869930613103701944e+03    1.00347027979858546587e+03
1.15800000000000000000e+05    1.37184915324207463527e+03    1.00352146111014690177e+03
1.16100000000000000000e+05    1.35457244090317408336e+03    1.00358155612431994541e+03
1.16400000000000000000e+05    1.33703497661691926623e+03    1.00365100589222447525e+03
1.16700000000000000000e+05    1.31939376074886286005e+03    1.00373032258133230243e+03
1.17000000000000000000e+05    1.30179489442993894954e+03    1.00382009561333336478e+03
1.17300000000000000000e+05    1.28437192209402974186e+03    1.00392099875611415882e+03
1.17600000000000000000e+05    1.26724461633304190400e+03    1.00403379827621972709e+03
1.17900000000000000000e+05    1.25051819669279643676e+03    1.00415936227316387885e+03
1.18200000000000000000e+05    1.23428295992286098226e+03    1.00429867133344760077e+03
1.18500000000000000000e+05    1.21861428749320157294e+03    1.00445283066023068841e+03
1.18800000000000000000e+05    1.20357298718637503043e+03    1.00462308385433618696e+03
1.19100000000000000000e+05    1.18920591937398921800e+03    1.00481082854368139579e+03
1.19400000000000000000e+05    1.17554685513863842061e+03    1.00501763408127601451e+03
1.19700000000000000000e+05    1.16261751251435839549e+03    1.00524526155651676618e+03
1.20000000000000000000e+05    1.15042871848642857913e+03    1.00549568639039932805e+03
1.20300000000000000000e+05    1.13898164763351314832e+03    1.00577112381212612036e+03
1.20600000000000000000e+05    1.12826909298710666008e+03    1.00607405754186504510e+03
1.20900000000000000000e+05    1.11827673038798320704e+03    1.00640727203135020318e+03
1.21200000000000000000e+05    1.10898434391564978796e+03    1.00677388863955457055e+03
1.21500000000000000000e+05    1.10036698647350954161e+03    1.00717740614338833893e+03
1.21800000000000000000e+05    1.09239605600110235173e+03    1.00762174600144464875e+03
1.22100000000000000000e+05    1.08504027379276249121e+03    1.00811130279983376568e+03
1.22400000000000000000e+05    1.07826655683410012898e+03    1.00865100031012082127e+03
1.22700000000000000000e+05    1.07204078079460600748e+03    1.00924635357658939938e+03
1.23000000000000000000e+05    1.06632843426846011425e+03    1.00990353741890817219e+03
1.23300000000000000000e+05    1.06109516802026246296e+03    1.01062946168133873925e+03
1.23600000000000000000e+05    1.05630724539424181785e+03    1.01143185347438259214e+03
1.23900000000000000000e+05    1.05193190174242704416e+03    1.01231934653172152139e+03
1.24200000000000000000e+05    1.04793762179890904918e+03    1.01330157763593831532e+03
1.24500000000000000000e+05    1.04429434446534332892e+03    1.01438928984131564448e+03
1.24800000000000000000e+05    1.04097360457316563043e+03    1.01559444193082481434e+03
1.25100000000000000000e+05    1.03794862094531845287e+03    1.01693032317659867658e+03
1.25400000000000000000e+05    1.03519433958218883163e+03    1.01841167201828136513e+03
1.25700000000000000000e+05    1.03268744012166530410e+03    1.02005479672196315732e+03
1.26000000000000000000e+05    1.03040631293907449617e+03    1.02187769542616172203e+03
1.26300000000000000000e+05    1.02833101341485667035e+03    1.02390017221571952177e+03
1.26600000000000000000e+05    1.02644319905023439787e+03    1.02614394498938190736e+03
1.26900000000000000000e+05    1.02472605428727069921e+03    1.02863273990853190298e+03
1.27200000000000000000e+05    1.02316420711339890204e+03    1.03139236614773835754e+03
1.27500000000000000000e+05    1.02174364081741839527e+03    1.03445076353786203072e+03
1.27800000000000000000e+05    1.02045160362324543257e+03    1.03783801453756268529e+03
1.28100000000000000000e+05    1.01927651836304812605e+03    1.04158631084211651796e+03
1.28400000000000000000e+05    1.01820789386258104514e+03    1.04572986390857977312e+03
1.28700000000000000000e+05    1.01723623929549080458e+03    1.05030474782950545887e+03
1.29000000000000000000e+05    1.01635298241496957417e+03    1.05534866242600810438e+03
1.29300000000000000000e+05    1.01555039228421662756e+03    1.06090060427131174947e+03
1.29600000000000000000e+05    1.01482150689492118545e+03    1.06700043372485220061e+03
1.29900000000000000000e+05    1.01416006587848471554e+03    1.07368832708478726090e+03
1.30200000000000000000e+05    1.01356044837123954494e+03    1.08100410477901687045e+03
1.30500000000000000000e+05    1.01301761598622022120e+03    1.08898642922134604305e+03
1.30800000000000000000e+05    1.01252706076435731575e+03    1.09767186964089773937e+03
1.31100000000000000000e+05    1.01208475792215756428e+03    1.10709383588731429882e+03
1.31400000000000000000e+05    1.01168712317658241773e+03    1.11728138890179616283e+03
1.31700000000000000000e+05    1.01133097440705546433e+03    1.12825794213398467036e+03
1.32000000000000000000e+05    1.01101349740610851313e+03    1.14003987550481724611e+03
1.32300000000000000000e+05    1.01073221547141451993e+03    1.15263509130565353189e+03
1.32600000000000000000e+05    1.01048496260064450780e+03    1.16604154933659424387e+03
1.32900000000000000000e+05    1.01026986006497895687e+03    1.18024582619362900004e+03
1.33200000000000000000e+05    1.01008529615580084737e+03    1.19522175042361141095e+03
1.33500000000000000000e+05    1.00992990892104978684e+03    1.21092917074630213392e+03
1.33800000000000000000e+05    1.00980257173213692568e+03    1.22731291815653730737e+03
1.34100000000000000000e+05    1.00970238154867809044e+03    1.24430202396167896950e+03
1.34400000000000000000e+05    1.00962864977624883522e+03    1.26180925424990959982e+03
1.34700000000000000000e+05    1.00958089564173440067e+03    1.27973101661159853393e+03
1.35000000000000000000e+05    1.00955884204162430251e+03    1.29794768699335509154e+03
1.35300000000000000000e+05    1.00956241385088583229e+03    1.31632439338531435169e+03
1.35600000000000000000e+05    1.00959173871406596845e+03    1.33471227886569909060e+03
1.35900000000000000000e+05    1.00964715037633675365e+03    1.35295024980532593872e+03
1.36200000000000000000e+05    1.00972919465073073297e+03    1.37086719642094567462e+03
1.36500000000000000000e+05    1.00983863815931454155e+03    1.38828465318606549772e+03
1.36800000000000000000e+05    1.00997648003110111858e+03    1.40501984681831163471e+03
1.37100000000000000000e+05    1.01014396678879109004e+03    1.42088906069409767952e+03
1.37400000000000000000e+05    1.01034261071070500293e+03    1.43571122763781295362e+03
1.37700000000000000000e+05    1.01057421201436090996e+03    1.44931164907994707391e+03
1.38000000000000000000e+05    1.01084088527499386601e+03    1.46152572844138057917e+03
1.38300000000000000000e+05    1.01114509056688541477e+03    1.47220260096283800522e+03
1.38600000000000000000e+05    1.01148966989874020328e+03    1.48120854151375033325e+03
1.38900000000000000000e+05    1.01187788960762384249e+03    1.48843003637585161414e+03
1.39200000000000000000e+05    1.01231348948029915391e+03    1.49377641451729823530e+03
1.39500000000000000000e+05    1.01280073948729909716e+03    1.49718194809027409065e+03
1.39800000000000000000e+05    1.01334450514483035022e+03    1.49860735017809338387e+03
1.40100000000000000000e+05    1.01395032266356110995e+03    1.49804061934416540680e+03
1.40400000000000000000e+05    1.01462448520223369997e+03    1.49549720427818692770e+03
1.40700000000000000000e+05    1.01537414171822342723e+03    1.49101948666316320669e+03
1.41000000000000000000e+05    1.01620741009652522280e+03    1.48467560511865303852e+03
1.41300000000000000000e+05    1.01713350644226545683e+03    1.47655766654613694300e+03
1.41600000000000000000e+05    1.01816289263787928121e+03    1.46677941232858279363e+03
1.41900000000000000000e+05    1.01930744449130736484e+03    1.45547342467644284625e+03
1.42200000000000000000e+05    1.02058064303098308301e+03    1.44278797221528725458e+03
1.42500000000000000000e+05    1.02199779172975195252e+03    1.42888360315366662689e+03
1.42800000000000000000e+05    1.02357626265313331260e+03    1.41392959878417218533e+03
1.43100000000000000000e+05    1.02533577471386229263e+03    1.39810039964451948435e+03
1.43400000000000000000e+05    1.02729870735655731551e+03    1.38157211164158229622e+03
1.43700000000000000000e+05    1.02949045307069877708e+03    1.36451919028878455720e+03
1.44000000000000000000e+05    1.03193981210782931157e+03    1.34711138858853587408e+03
1.44300000000000000000e+05    1.03467943262436415353e+03    1.32951103881290600839e+03
1.44600000000000000000e+05    1.03774629914132788144e+03    1.31187072139426209105e+03
1.44900000000000000000e+05    1.04118227165543726187e+03    1.29433135626236639837e+03
1.45200000000000000000e+05    1.04503467689289072950e+03    1.27702073416003077000e+03
1.45500000000000000000e+05    1.04935695200080886025e+03    1.26005248856542493741e+03
1.45800000000000000000e+05    1.05420933934789400155e+03    1.24352549355381802343e+03
1.46100000000000000000e+05    1.05965962897755684935e+03    1.22752365980371678233e+03
1.46400000000000000000e+05    1.06578394254508657468e+03    1.21211609037822154278e+03
1.46700000000000000000e+05    1.07266754920126118122e+03    1.19735755010092134398e+03
1.47000000000000000000e+05    1.08040569979589395189e+03    1.18328919733573184203e+03
1.47300000000000000000e+05    1.08910446092498636972e+03    1.16993952465528627727e+03
1.47600000000000000000e+05    1.09888152472486126499e+03    1.15732545499946945711e+03
1.47900000000000000000e+05    1.10986696396249408281e+03    1.14545354214311078067e+03
1.48200000000000000000e+05    1.12220389497946621304e+03    1.13432122820628069348e+03
1.48500000000000000000e+05    1.13604900358911163494e+03    1.12391811611769549017e+03
1.48800000000000000000e+05    1.15157288136460238093e+03    1.11422722094850882968e+03
1.49100000000000000000e+05    1.16896011225371103137e+03    1.10522617046397454033e+03
1.49400000000000000000e+05    1.18840904258773025504e+03    1.09688833173292755419e+03
1.49700000000000000000e+05    1.21013116190139658102e+03    1.08918384688975606878e+03
1.50000000000000000000e+05    1.23435001823351512940e+03    1.08208056692558966461e+03
1.50300000000000000000e+05    1.26129959049750004851e+03    1.07554487752865929906e+03
1.50600000000000000000e+05    1.29122204290596778264e+03    1.06954241539588497290e+03
1.50900000000000000000e+05    1.32436479310288109446e+03    1.06403867705403467880e+03
1.51200000000000000000e+05    1.36097683732540940582e+03    1.05899952506262934548e+03
1.51500000000000000000e+05    1.40130429315846777172e+03    1.05439159856319179198e+03
1.51800000000000000000e+05    1.44558514359046353093e+03    1.05018263655902660503e+03
1.52100000000000000000e+05    1.49404319513555287813e+03    1.04634172314189731878e+03
1.52400000000000000000e+05    1.54688129735650181829e+03    1.04283946422149620048e+03
1.52700000000000000000e+05    1.60427391033931712627e+03    1.03964810525634129590e+03
1.53000000000000000000e+05    1.66635914917336140206e+03    1.03674159912271807116e+03
1.53300000000000000000e+05    1.73323047842818300524e+03    1.03409563267587691371e+03
1.53600000000000000000e+05    1.80492827270735301681e+03    1.03168761982865339633e+03
1.53900000000000000000e+05    1.88143149897978582885e+03    1.02949666815946989118e+03
1.54200000000000000000e+05    1.96264980974629384036e+03    1.02750352521489753599e+03
1.54500000000000000000e+05    2.04841636040386310924e+03    1.02569050983098668439e+03
1.54800000000000000000e+05    2.13848167685810494731e+03    1.02404143299160227798e+03
1.55100000000000000000e+05    2.23250889839122919511e+03    1.02254151199113232451e+03
